lon,lat,eastVel,northVel,eastSig,northSig,corr,other1,tog,name,upVel,upSig,eastAdj,northAdj,upAdj,
358.632,49.676,0.049,-0.054,0,0,0,1,1,"VARO_GPS  ",0,1,0,0,0,
358.669,52.359,0.056,-0.055,0,0,0,1,1,"CLAW_GPS  ",0,1,0,0,0,
358.673,38.471,0.1,-0.116,0,0,0.001,1,1,"JUMI_GPS  ",0,1,0,0,0,
358.674,38.502,0.099,-0.115,0,0,0,1,1,"JUMI_GPS  ",0,1,0,0,0,
358.685,51.404,0.053,-0.054,0,0,0,1,1,"NEWB_GPS  ",0,1,0,0,0,
358.711,51.824,0.054,-0.055,0,0,0,1,1,"OXFR_GPS  ",0,1,0,0,0,
358.713,42.58,0.049,-0.064,0,0,0,1,1,"SANG_GPS  ",0,1,0,0,0,
358.716,51.454,0.053,-0.055,0,0,0,1,1,"HRM1_GPS  ",0,1,0,0,0,
358.725,59.854,0.094,-0.072,0,0,0,1,1,"SUM3_GPS  ",0,1,0,0,0,
358.738,42.935,0.048,-0.062,0,0,0,1,1,"ARIB_GPS  ",0,1,0,0,0,
358.75,53.006,0.058,-0.056,0,0,0,1,1,"WATN_GPS  ",0,1,0,0,0,
